steps,total reward,episodes
10000,4.0,4
20000,1.0,5
30000,3.0,8
40000,4.0,12
50000,2.0,14
60000,2.0,16
70000,1.0,17
80000,1.0,18
90000,3.0,21
100000,3.0,24
110000,3.0,27
120000,1.0,28
130000,2.0,30
140000,1.0,31
150000,4.0,35
160000,3.0,38
170000,6.0,44
180000,1.0,45
190000,3.0,48
200000,4.0,52
210000,3.0,55
220000,2.0,57
230000,1.0,58
240000,6.0,64
250000,1.0,65
260000,3.0,68
270000,4.0,72
280000,4.0,76
290000,3.0,79
300000,4.0,83
310000,3.0,86
320000,2.0,88
330000,6.0,94
340000,3.0,97
350000,3.0,100
360000,5.0,105
370000,3.0,108
380000,6.0,114
390000,1.0,115
400000,7.0,122
410000,4.0,126
420000,2.0,128
430000,4.0,132
440000,3.0,135
450000,2.0,137
460000,6.0,143
470000,4.0,147
480000,4.0,151
490000,5.0,156
500000,2.0,158
510000,3.0,161
520000,4.0,165
530000,3.0,168
540000,5.0,173
550000,5.0,178
560000,4.0,182
570000,3.0,185
580000,3.0,188
590000,6.0,194
600000,3.0,197
610000,4.0,201
620000,3.0,204
630000,2.0,206
640000,2.0,208
650000,5.0,213
660000,4.0,217
670000,3.0,220
680000,4.0,224
690000,2.0,226
700000,2.0,228
710000,5.0,233
720000,4.0,237
730000,4.0,241
740000,4.0,245
750000,3.0,248
760000,0.0,248
770000,6.0,254
780000,3.0,257
790000,4.0,261
800000,4.0,265
810000,3.0,268
820000,5.0,273
830000,3.0,276
840000,4.0,280
850000,7.0,287
860000,4.0,291
870000,6.0,297
880000,3.0,300
890000,5.0,305
900000,3.0,308
910000,7.0,315
920000,3.0,318
930000,6.0,324
940000,2.0,326
950000,2.0,328
960000,7.0,335
970000,6.0,341
980000,6.0,347
990000,2.0,349
1000000,6.0,355
1010000,3.0,358
1020000,7.0,365
1030000,5.0,370
1040000,6.0,376
1050000,2.0,378
1060000,8.0,386
1070000,6.0,392
1080000,6.0,398
1090000,5.0,403
1100000,5.0,408
1110000,3.0,411
1120000,6.0,417
1130000,5.0,422
1140000,5.0,427
1150000,3.0,430
1160000,6.0,436
1170000,2.0,438
1180000,7.0,445
1190000,3.0,448
1200000,5.0,453
1210000,3.0,456
1220000,2.0,458
1230000,6.0,464
1240000,5.0,469
1250000,5.0,474
1260000,3.0,477
1270000,1.0,478
1280000,8.0,486
1290000,2.0,488
1300000,6.0,494
1310000,3.0,497
1320000,5.0,502
1330000,3.0,505
1340000,3.0,508
1350000,2.0,510
1360000,4.0,514
1370000,6.0,520
1380000,6.0,526
1390000,6.0,532
1400000,5.0,537
1410000,6.0,543
1420000,3.0,546
1430000,2.0,548
1440000,3.0,551
1450000,4.0,555
1460000,6.0,561
1470000,5.0,566
1480000,3.0,569
1490000,6.0,575
1500000,6.0,581
1510000,7.0,588
1520000,6.0,594
1530000,4.0,598
1540000,5.0,603
1550000,4.0,607
1560000,5.0,612
1570000,4.0,616
1580000,5.0,621
1590000,6.0,627
1600000,4.0,631
1610000,5.0,636
1620000,3.0,639
1630000,6.0,645
1640000,3.0,648
1650000,9.0,657
1660000,3.0,660
1670000,7.0,667
1680000,3.0,670
1690000,4.0,674
1700000,4.0,678
1710000,4.0,682
1720000,5.0,687
1730000,7.0,694
1740000,3.0,697
1750000,4.0,701
1760000,5.0,706
1770000,8.0,714
1780000,4.0,718
1790000,5.0,723
1800000,4.0,727
1810000,5.0,732
1820000,6.0,738
1830000,6.0,744
1840000,4.0,748
1850000,5.0,753
1860000,4.0,757
1870000,6.0,763
1880000,4.0,767
1890000,4.0,771
1900000,5.0,776
1910000,2.0,778
1920000,8.0,786
1930000,5.0,791
1940000,6.0,797
1950000,3.0,800
1960000,7.0,807
1970000,8.0,815
1980000,10.0,825
1990000,4.0,829
2000000,6.0,835
