episodes,steps,total reward
81,10000,13.330000000000007
161,20000,25.459999999999965
245,30000,35.51999999999997
332,40000,36.49999999999999
409,50000,32.55999999999997
493,60000,29.45999999999997
566,70000,31.589999999999968
639,80000,30.57999999999997
728,90000,36.47999999999998
832,100000,41.379999999999995
