total reward,episodes,steps
16.260000000000012,192,10000
35.999999999999964,329,20000
39.22999999999997,446,30000
48.25000000000002,570,40000
47.20000000000002,698,50000
49.31000000000004,817,60000
40.32000000000001,926,70000
47.37000000000001,1037,80000
51.36000000000003,1153,90000
48.250000000000014,1277,100000
