steps,episodes,total reward
10000,227,0.0
20000,390,4.0
30000,530,12.0
40000,695,20.0
50000,831,42.0
60000,1004,68.0
70000,1204,87.0
80000,1408,107.0
90000,1629,120.0
100000,1859,133.0
