steps,total reward,episodes
10000,15.0,93
20000,217.0,377
30000,344.0,798
40000,343.0,1228
50000,347.0,1666
60000,348.0,2095
70000,346.0,2528
80000,346.0,2950
90000,334.0,3384
100000,346.0,3813
