total reward,episodes,steps
2.0,2,10000
1.0,3,20000
0.0,3,30000
2.0,5,40000
0.0,5,50000
1.0,6,60000
1.0,7,70000
2.0,9,80000
0.0,9,90000
5.0,14,100000
8.0,22,110000
3.0,25,120000
3.0,28,130000
5.0,33,140000
4.0,37,150000
6.0,43,160000
5.0,48,170000
6.0,54,180000
0.0,54,190000
5.0,59,200000
7.0,66,210000
2.0,68,220000
6.0,74,230000
4.0,78,240000
7.0,85,250000
8.0,93,260000
4.0,97,270000
6.0,103,280000
5.0,108,290000
6.0,114,300000
3.0,117,310000
1.0,118,320000
7.0,125,330000
9.0,134,340000
3.0,137,350000
7.0,144,360000
10.0,154,370000
3.0,157,380000
11.0,168,390000
9.0,177,400000
10.0,187,410000
11.0,198,420000
10.0,208,430000
17.0,225,440000
12.0,237,450000
17.0,254,460000
13.0,267,470000
17.0,284,480000
14.0,298,490000
17.0,315,500000
19.0,334,510000
13.0,347,520000
17.0,364,530000
13.0,377,540000
8.0,385,550000
22.0,407,560000
30.0,437,570000
21.0,458,580000
29.0,487,590000
11.0,498,600000
39.0,537,610000
17.0,554,620000
33.0,587,630000
47.0,634,640000
42.0,676,650000
28.0,704,660000
34.0,738,670000
50.0,788,680000
29.0,817,690000
60.0,877,700000
70.0,947,710000
51.0,998,720000
62.0,1060,730000
97.0,1157,740000
140.0,1297,750000
80.0,1377,760000
188.0,1565,770000
113.0,1678,780000
169.0,1847,790000
210.0,2057,800000
218.0,2275,810000
211.0,2486,820000
237.0,2722,830000
210.0,2933,840000
235.0,3168,850000
237.0,3405,860000
234.0,3639,870000
226.0,3865,880000
223.0,4088,890000
238.0,4326,900000
226.0,4552,910000
237.0,4789,920000
234.0,5023,930000
225.0,5248,940000
205.0,5453,950000
234.0,5687,960000
236.0,5923,970000
203.0,6126,980000
238.0,6364,990000
233.0,6597,1000000
235.0,6832,1010000
235.0,7067,1020000
236.0,7303,1030000
234.0,7537,1040000
238.0,7775,1050000
235.0,8010,1060000
237.0,8247,1070000
236.0,8483,1080000
236.0,8719,1090000
237.0,8956,1100000
238.0,9194,1110000
234.0,9428,1120000
237.0,9665,1130000
235.0,9900,1140000
234.0,10134,1150000
235.0,10369,1160000
234.0,10603,1170000
234.0,10837,1180000
237.0,11074,1190000
235.0,11309,1200000
235.0,11544,1210000
234.0,11778,1220000
238.0,12016,1230000
233.0,12249,1240000
236.0,12485,1250000
234.0,12719,1260000
236.0,12955,1270000
237.0,13192,1280000
236.0,13428,1290000
237.0,13665,1300000
234.0,13899,1310000
235.0,14134,1320000
235.0,14369,1330000
236.0,14605,1340000
233.0,14838,1350000
236.0,15074,1360000
232.0,15306,1370000
236.0,15542,1380000
234.0,15776,1390000
237.0,16013,1400000
235.0,16248,1410000
239.0,16487,1420000
237.0,16724,1430000
234.0,16958,1440000
239.0,17197,1450000
236.0,17433,1460000
236.0,17669,1470000
235.0,17904,1480000
236.0,18140,1490000
238.0,18378,1500000
239.0,18617,1510000
239.0,18856,1520000
236.0,19092,1530000
237.0,19329,1540000
236.0,19565,1550000
233.0,19798,1560000
238.0,20036,1570000
236.0,20272,1580000
235.0,20507,1590000
237.0,20744,1600000
233.0,20977,1610000
238.0,21215,1620000
238.0,21453,1630000
236.0,21689,1640000
235.0,21924,1650000
233.0,22157,1660000
236.0,22393,1670000
234.0,22627,1680000
231.0,22858,1690000
239.0,23096,1700000
234.0,23331,1710000
234.0,23565,1720000
234.0,23799,1730000
236.0,24035,1740000
235.0,24270,1750000
238.0,24508,1760000
237.0,24745,1770000
233.0,24978,1780000
238.0,25216,1790000
237.0,25453,1800000
234.0,25687,1810000
236.0,25923,1820000
235.0,26158,1830000
235.0,26393,1840000
236.0,26629,1850000
236.0,26865,1860000
233.0,27098,1870000
237.0,27335,1880000
234.0,27569,1890000
236.0,27805,1900000
234.0,28039,1910000
235.0,28274,1920000
235.0,28509,1930000
238.0,28747,1940000
235.0,28982,1950000
236.0,29218,1960000
237.0,29455,1970000
234.0,29689,1980000
237.0,29926,1990000
233.0,30159,2000000
