steps,episodes,total reward
10000,106,-1.0600000000000007
20000,310,-2.0400000000000005
30000,675,-3.649999999999966
40000,1045,-3.699999999999965
50000,1409,-3.6399999999999664
60000,1770,-3.609999999999967
70000,2134,-3.6399999999999664
80000,2513,-3.789999999999963
90000,2896,-3.8299999999999623
100000,3273,-3.7699999999999636
