steps,episodes,total reward
10000,1,1.0
20000,2,1.0
30000,3,1.0
40000,4,1.0
50000,5,1.0
60000,5,0.0
70000,5,0.0
80000,5,0.0
90000,6,1.0
100000,8,2.0
110000,9,1.0
120000,10,1.0
130000,12,2.0
140000,15,3.0
150000,17,2.0
160000,19,2.0
170000,21,2.0
180000,25,4.0
190000,27,2.0
200000,29,2.0
210000,31,2.0
220000,33,2.0
230000,35,2.0
240000,36,1.0
250000,38,2.0
260000,40,2.0
270000,41,1.0
280000,44,3.0
290000,45,1.0
300000,48,3.0
310000,50,2.0
320000,52,2.0
330000,57,5.0
340000,60,3.0
350000,63,3.0
360000,67,4.0
370000,71,4.0
380000,75,4.0
390000,83,8.0
400000,87,4.0
410000,91,4.0
420000,97,6.0
430000,100,3.0
440000,105,5.0
450000,111,6.0
460000,118,7.0
470000,123,5.0
480000,128,5.0
490000,133,5.0
500000,138,5.0
510000,147,9.0
520000,157,10.0
530000,163,6.0
540000,171,8.0
550000,177,6.0
560000,185,8.0
570000,195,10.0
580000,207,12.0
590000,218,11.0
600000,232,14.0
610000,247,15.0
620000,262,15.0
630000,282,20.0
640000,307,25.0
650000,325,18.0
660000,349,24.0
670000,387,38.0
680000,428,41.0
690000,468,40.0
700000,512,44.0
710000,558,46.0
720000,605,47.0
730000,667,62.0
740000,737,70.0
750000,827,90.0
760000,942,115.0
770000,1086,144.0
780000,1226,140.0
790000,1346,120.0
800000,1488,142.0
810000,1632,144.0
820000,1775,143.0
830000,1911,136.0
840000,2054,143.0
850000,2201,147.0
860000,2334,133.0
870000,2480,146.0
880000,2632,152.0
890000,2785,153.0
900000,2937,152.0
910000,3089,152.0
920000,3241,152.0
930000,3395,154.0
940000,3549,154.0
950000,3698,149.0
960000,3850,152.0
970000,4002,152.0
980000,4154,152.0
990000,4308,154.0
1000000,4462,154.0
1010000,4614,152.0
1020000,4767,153.0
1030000,4916,149.0
1040000,5064,148.0
1050000,5216,152.0
1060000,5363,147.0
1070000,5514,151.0
1080000,5666,152.0
1090000,5819,153.0
1100000,5973,154.0
1110000,6124,151.0
1120000,6276,152.0
1130000,6429,153.0
1140000,6582,153.0
1150000,6736,154.0
1160000,6888,152.0
1170000,7039,151.0
1180000,7193,154.0
1190000,7345,152.0
1200000,7499,154.0
1210000,7650,151.0
1220000,7803,153.0
1230000,7956,153.0
1240000,8108,152.0
1250000,8259,151.0
1260000,8413,154.0
1270000,8565,152.0
1280000,8719,154.0
1290000,8872,153.0
1300000,9023,151.0
1310000,9174,151.0
1320000,9327,153.0
1330000,9480,153.0
1340000,9632,152.0
1350000,9778,146.0
1360000,9931,153.0
1370000,10082,151.0
1380000,10224,142.0
1390000,10360,136.0
1400000,10513,153.0
1410000,10666,153.0
1420000,10818,152.0
1430000,10969,151.0
1440000,11121,152.0
1450000,11272,151.0
1460000,11426,154.0
1470000,11571,145.0
1480000,11724,153.0
1490000,11876,152.0
1500000,12028,152.0
1510000,12182,154.0
1520000,12335,153.0
1530000,12489,154.0
1540000,12642,153.0
1550000,12787,145.0
1560000,12940,153.0
1570000,13093,153.0
1580000,13247,154.0
1590000,13400,153.0
1600000,13554,154.0
1610000,13706,152.0
1620000,13858,153.0
1630000,14010,151.0
1640000,14162,152.0
1650000,14314,152.0
1660000,14465,151.0
1670000,14616,151.0
1680000,14770,154.0
1690000,14920,150.0
1700000,15074,154.0
1710000,15227,153.0
1720000,15378,151.0
1730000,15531,153.0
1740000,15684,153.0
1750000,15836,152.0
1760000,15987,151.0
1770000,16141,154.0
1780000,16294,153.0
1790000,16446,152.0
1800000,16600,154.0
1810000,16754,154.0
1820000,16908,154.0
1830000,17059,151.0
1840000,17211,152.0
1850000,17363,152.0
1860000,17516,153.0
1870000,17671,155.0
1880000,17821,150.0
1890000,17974,153.0
1900000,18126,152.0
1910000,18280,154.0
1920000,18431,151.0
1930000,18585,154.0
1940000,18739,154.0
1950000,18891,152.0
1960000,19044,153.0
1970000,19197,153.0
1980000,19351,154.0
1990000,19504,153.0
2000000,19656,152.0
