steps,episodes,total reward
10000,181,54.0
20000,388,92.0
30000,666,132.0
40000,925,130.0
50000,1161,134.0
60000,1397,115.0
70000,1661,141.0
80000,1902,127.0
90000,2173,159.0
100000,2470,147.0
