episodes,total reward,steps
178,6.0,10000
363,14.0,20000
609,17.0,30000
832,31.0,40000
1076,23.0,50000
1240,11.0,60000
1423,16.0,70000
1576,15.0,80000
1764,13.0,90000
1957,29.0,100000
