steps,episodes,total reward
10000,242,7.0
20000,440,6.0
30000,666,11.0
40000,839,4.0
50000,1064,9.0
60000,1243,4.0
70000,1440,11.0
80000,1623,6.0
90000,1810,8.0
100000,1979,10.0
