steps,episodes,total reward
10000,191,57.0
20000,426,79.0
30000,691,96.0
40000,954,97.0
50000,1186,81.0
60000,1533,118.0
70000,1820,111.0
80000,2141,118.0
90000,2470,126.0
100000,2812,113.0
