episodes,steps,total reward
115,10000,10.0
217,20000,29.0
415,30000,129.0
804,40000,315.0
1208,50000,327.0
1630,60000,335.0
2055,70000,337.0
2479,80000,350.0
2898,90000,350.0
3327,100000,339.0
