episodes,total reward,steps
74,1.0,10000
123,0.0,20000
240,55.0,30000
552,224.0,40000
872,240.0,50000
1206,231.0,60000
1560,261.0,70000
1917,248.0,80000
2287,259.0,90000
2653,255.0,100000
