episodes,total reward,steps
1,1.0,10000
2,1.0,20000
3,1.0,30000
4,1.0,40000
7,3.0,50000
8,1.0,60000
9,1.0,70000
12,3.0,80000
14,2.0,90000
16,2.0,100000
18,2.0,110000
20,2.0,120000
21,1.0,130000
23,2.0,140000
23,0.0,150000
24,1.0,160000
27,3.0,170000
29,2.0,180000
31,2.0,190000
33,2.0,200000
35,2.0,210000
38,3.0,220000
40,2.0,230000
41,1.0,240000
43,2.0,250000
45,2.0,260000
46,1.0,270000
48,2.0,280000
51,3.0,290000
52,1.0,300000
56,4.0,310000
59,3.0,320000
62,3.0,330000
64,2.0,340000
66,2.0,350000
68,2.0,360000
71,3.0,370000
72,1.0,380000
74,2.0,390000
78,4.0,400000
81,3.0,410000
83,2.0,420000
85,2.0,430000
86,1.0,440000
88,2.0,450000
90,2.0,460000
93,3.0,470000
96,3.0,480000
98,2.0,490000
99,1.0,500000
102,3.0,510000
106,4.0,520000
109,3.0,530000
112,3.0,540000
115,3.0,550000
118,3.0,560000
120,2.0,570000
123,3.0,580000
126,3.0,590000
128,2.0,600000
131,3.0,610000
134,3.0,620000
137,3.0,630000
139,2.0,640000
142,3.0,650000
145,3.0,660000
147,2.0,670000
151,4.0,680000
153,2.0,690000
154,1.0,700000
156,2.0,710000
159,3.0,720000
164,5.0,730000
167,3.0,740000
170,3.0,750000
172,2.0,760000
175,3.0,770000
178,3.0,780000
181,3.0,790000
184,3.0,800000
186,2.0,810000
187,1.0,820000
190,3.0,830000
193,3.0,840000
195,2.0,850000
199,4.0,860000
200,1.0,870000
203,3.0,880000
205,2.0,890000
208,3.0,900000
209,1.0,910000
211,2.0,920000
215,4.0,930000
218,3.0,940000
221,3.0,950000
224,3.0,960000
226,2.0,970000
229,3.0,980000
233,4.0,990000
236,3.0,1000000
238,2.0,1010000
240,2.0,1020000
244,4.0,1030000
245,1.0,1040000
250,5.0,1050000
254,4.0,1060000
257,3.0,1070000
259,2.0,1080000
262,3.0,1090000
263,1.0,1100000
267,4.0,1110000
270,3.0,1120000
274,4.0,1130000
275,1.0,1140000
278,3.0,1150000
279,1.0,1160000
283,4.0,1170000
285,2.0,1180000
288,3.0,1190000
291,3.0,1200000
295,4.0,1210000
298,3.0,1220000
301,3.0,1230000
303,2.0,1240000
305,2.0,1250000
308,3.0,1260000
311,3.0,1270000
313,2.0,1280000
315,2.0,1290000
318,3.0,1300000
320,2.0,1310000
323,3.0,1320000
326,3.0,1330000
329,3.0,1340000
332,3.0,1350000
334,2.0,1360000
337,3.0,1370000
339,2.0,1380000
341,2.0,1390000
345,4.0,1400000
347,2.0,1410000
349,2.0,1420000
352,3.0,1430000
356,4.0,1440000
361,5.0,1450000
364,3.0,1460000
367,3.0,1470000
370,3.0,1480000
372,2.0,1490000
376,4.0,1500000
380,4.0,1510000
383,3.0,1520000
386,3.0,1530000
391,5.0,1540000
392,1.0,1550000
394,2.0,1560000
398,4.0,1570000
402,4.0,1580000
406,4.0,1590000
409,3.0,1600000
413,4.0,1610000
416,3.0,1620000
418,2.0,1630000
424,6.0,1640000
429,5.0,1650000
432,3.0,1660000
436,4.0,1670000
441,5.0,1680000
446,5.0,1690000
451,5.0,1700000
455,4.0,1710000
457,2.0,1720000
460,3.0,1730000
464,4.0,1740000
468,4.0,1750000
471,3.0,1760000
476,5.0,1770000
480,4.0,1780000
484,4.0,1790000
489,5.0,1800000
492,3.0,1810000
497,5.0,1820000
501,4.0,1830000
506,5.0,1840000
510,4.0,1850000
514,4.0,1860000
521,7.0,1870000
525,4.0,1880000
532,7.0,1890000
537,5.0,1900000
543,6.0,1910000
546,3.0,1920000
550,4.0,1930000
556,6.0,1940000
562,6.0,1950000
567,5.0,1960000
572,5.0,1970000
579,7.0,1980000
585,6.0,1990000
590,5.0,2000000
