total reward,episodes,steps
-1.0700000000000007,107,10000
-2.3299999999999943,340,20000
-3.5499999999999683,695,30000
-3.6299999999999666,1058,40000
-3.799999999999963,1438,50000
-3.619999999999967,1800,60000
-3.799999999999963,2180,70000
-3.699999999999965,2550,80000
-3.7299999999999645,2923,90000
-3.619999999999967,3285,100000
