total reward,steps,episodes
0.0,10000,136
46.0,20000,250
145.0,30000,470
165.0,40000,715
159.0,50000,955
171.0,60000,1223
154.0,70000,1465
147.0,80000,1691
142.0,90000,1901
149.0,100000,2127
