episodes,steps,total reward
134,10000,3.0
215,20000,13.0
444,30000,147.0
635,40000,125.0
862,50000,150.0
1097,60000,169.0
1339,70000,150.0
1586,80000,162.0
1841,90000,158.0
2089,100000,170.0
