steps,episodes,total reward
10000,88,26.0
20000,205,62.0
30000,519,239.0
40000,969,380.0
50000,1451,387.0
60000,1937,383.0
70000,2408,395.0
80000,2889,393.0
90000,3369,390.0
100000,3846,393.0
