steps,total reward,episodes
10000,1.9099999999999997,112
20000,3.0000000000000053,216
30000,70.47,441
40000,176.44000000000014,876
50000,184.0600000000003,1357
60000,191.11000000000044,1840
70000,187.0800000000005,2322
80000,190.21000000000043,2793
90000,188.06000000000057,3279
100000,184.16000000000048,3750
