steps,episodes,total reward
10000,132,6.0
20000,268,55.0
30000,508,166.0
40000,919,335.0
50000,1336,358.0
60000,1749,336.0
70000,2167,342.0
80000,2596,347.0
90000,3015,361.0
100000,3436,344.0
