episodes,total reward,steps
125,1.0,10000
232,7.0,20000
408,87.0,30000
719,226.0,40000
1032,225.0,50000
1345,234.0,60000
1672,242.0,70000
1960,217.0,80000
2263,235.0,90000
2582,230.0,100000
