steps,episodes,total reward
10000,189,15.0
20000,380,19.0
30000,559,10.0
40000,713,11.0
50000,944,29.0
60000,1138,17.0
70000,1340,29.0
80000,1532,23.0
90000,1742,24.0
100000,1914,9.0
