steps,episodes,total reward
10000,184,0.0
20000,319,0.0
30000,444,0.0
40000,559,1.0
50000,689,4.0
60000,810,8.0
70000,924,7.0
80000,1029,15.0
90000,1148,20.0
100000,1283,25.0
