steps,episodes,total reward
10000,130,0.0
20000,235,5.0
30000,484,147.0
40000,806,242.0
50000,1117,226.0
60000,1437,243.0
70000,1775,231.0
80000,2088,234.0
90000,2408,249.0
100000,2728,233.0
