steps,episodes,total reward
10000,249,10.0
20000,491,15.0
30000,720,11.0
40000,948,14.0
50000,1176,11.0
60000,1393,21.0
70000,1592,9.0
80000,1802,10.0
90000,2034,22.0
100000,2247,11.0
