episodes,total reward,steps
192,20.0,10000
389,21.0,20000
623,23.0,30000
887,34.0,40000
1171,61.0,50000
1432,42.0,60000
1728,74.0,70000
2011,55.0,80000
2254,46.0,90000
2465,45.0,100000
