episodes,total reward,steps
171,51.0,10000
347,52.0,20000
603,79.0,30000
913,105.0,40000
1312,136.0,50000
1666,109.0,60000
2031,107.0,70000
2447,107.0,80000
2825,117.0,90000
3198,124.0,100000
