steps,total reward,episodes
10000,36.0,164
20000,44.0,345
30000,56.0,531
40000,75.0,725
50000,108.0,963
60000,99.0,1205
70000,78.0,1406
80000,99.0,1645
90000,86.0,1850
100000,79.0,2056
