steps,episodes,total reward
10000,89,-0.8900000000000006
20000,293,-2.0400000000000005
30000,634,-3.4099999999999713
40000,1002,-3.6799999999999655
50000,1378,-3.759999999999964
60000,1750,-3.7199999999999647
70000,2127,-3.7699999999999636
80000,2494,-3.6699999999999657
90000,2855,-3.609999999999967
100000,3220,-3.649999999999966
