episodes,steps,total reward
178,10000,0.0
309,20000,0.0
448,30000,0.0
565,40000,0.0
687,50000,4.0
814,60000,11.0
925,70000,5.0
1041,80000,16.0
1186,90000,21.0
1295,100000,16.0
