steps,total reward,episodes
10000,34.0,202
20000,61.0,402
30000,35.0,578
40000,42.0,739
50000,37.0,915
60000,50.0,1062
70000,61.0,1220
80000,47.0,1388
90000,63.0,1573
100000,63.0,1753
