steps,episodes,total reward
10000,91,1.0
20000,143,4.0
30000,227,32.0
40000,520,190.0
50000,844,228.0
60000,1162,231.0
70000,1489,235.0
80000,1847,260.0
90000,2195,265.0
100000,2560,254.0
