episodes,total reward,steps
129,1.0,10000
232,6.0,20000
424,103.0,30000
741,221.0,40000
1049,234.0,50000
1373,230.0,60000
1690,245.0,70000
2009,236.0,80000
2325,229.0,90000
2634,235.0,100000
