steps,episodes,total reward
10000,71,0.0
20000,122,0.0
30000,228,42.0
40000,505,190.0
50000,827,211.0
60000,1144,232.0
70000,1502,251.0
80000,1861,265.0
90000,2212,272.0
100000,2568,257.0
