steps,episodes,total reward
10000,284,18.0
20000,514,19.0
30000,702,22.0
40000,930,28.0
50000,1157,18.0
60000,1369,22.0
70000,1604,17.0
80000,1844,28.0
90000,2095,39.0
100000,2352,36.0
