steps,episodes,total reward
10000,231,1.0
20000,381,6.0
30000,511,14.0
40000,652,14.0
50000,757,14.0
60000,879,25.0
70000,1028,35.0
80000,1178,45.0
90000,1345,69.0
100000,1582,121.0
