total reward,episodes,steps
22.0,174,10000
31.0,303,20000
28.0,384,30000
28.0,465,40000
31.0,544,50000
37.0,643,60000
55.0,762,70000
64.0,889,80000
70.0,1018,90000
87.0,1162,100000
