episodes,steps,total reward
178,10000,14.380000000000019
300,20000,26.049999999999926
408,30000,32.24999999999995
537,40000,46.18
677,50000,48.09000000000005
822,60000,53.089999999999996
938,70000,49.34000000000002
1065,80000,55.290000000000035
1199,90000,56.22000000000003
1322,100000,47.26000000000001
