episodes,steps,total reward
202,10000,59.0
422,20000,67.0
673,30000,73.0
971,40000,114.0
1260,50000,104.0
1541,60000,91.0
1830,70000,98.0
2162,80000,103.0
2483,90000,114.0
2719,100000,81.0
