total reward,steps,episodes
25.0,10000,105
51.0,20000,210
208.0,30000,498
398.0,40000,966
389.0,50000,1439
387.0,60000,1920
387.0,70000,2409
396.0,80000,2890
392.0,90000,3372
377.0,100000,3857
