total reward,steps,episodes
19.28,10000,92
46.260000000000005,20000,213
46.31000000000001,30000,329
35.559999999999974,40000,409
28.599999999999977,50000,478
34.55999999999998,60000,557
41.37999999999999,70000,661
32.559999999999974,80000,738
30.599999999999973,90000,809
35.549999999999976,100000,890
