episodes,steps,total reward
110,10000,40.0
244,20000,67.0
497,30000,131.0
854,40000,256.0
1243,50000,267.0
1630,60000,298.0
2022,70000,295.0
2391,80000,260.0
2774,90000,275.0
3179,100000,320.0
