steps,episodes,total reward
10000,187,36.0
20000,317,37.0
30000,482,45.0
40000,624,42.0
50000,792,36.0
60000,970,47.0
70000,1124,33.0
80000,1319,62.0
90000,1514,60.0
100000,1738,71.0
