steps,total reward,episodes
10000,17.0,86
20000,100.0,262
30000,324.0,674
40000,340.0,1090
50000,344.0,1520
60000,333.0,1950
70000,344.0,2384
80000,350.0,2803
90000,342.0,3229
100000,346.0,3651
