episodes,steps,total reward
179,10000,39.0
330,20000,43.0
499,30000,48.0
669,40000,45.0
836,50000,34.0
1038,60000,66.0
1237,70000,69.0
1462,80000,61.0
1681,90000,72.0
1870,100000,45.0
