total reward,steps,episodes
17.0,10000,176
35.0,20000,298
21.0,30000,363
36.0,40000,449
36.0,50000,533
43.0,60000,641
42.0,70000,746
67.0,80000,861
75.0,90000,1004
84.0,100000,1156
