total reward,episodes,steps
21.0,293,10000
9.0,468,20000
25.0,690,30000
23.0,915,40000
14.0,1140,50000
31.0,1366,60000
13.0,1592,70000
31.0,1818,80000
40.0,2063,90000
44.0,2322,100000
