episodes,steps,total reward
140,10000,0.0
225,20000,0.0
311,30000,11.0
475,40000,91.0
692,50000,136.0
893,60000,125.0
1139,70000,160.0
1353,80000,142.0
1589,90000,157.0
1833,100000,163.0
