steps,total reward,episodes
10000,15.0,104
20000,99.0,270
30000,336.0,681
40000,341.0,1100
50000,356.0,1520
60000,332.0,1951
70000,342.0,2384
80000,348.0,2802
90000,330.0,3236
100000,341.0,3657
