total reward,steps,episodes
0.0,10000,247
7.0,20000,408
14.0,30000,523
17.0,40000,659
17.0,50000,763
21.0,60000,896
41.0,70000,1044
39.0,80000,1188
69.0,90000,1368
99.0,100000,1570
