total reward,steps,episodes
57.0,10000,171
78.0,20000,390
72.0,30000,595
67.0,40000,812
73.0,50000,1061
94.0,60000,1336
67.0,70000,1545
67.0,80000,1751
56.0,90000,1958
67.0,100000,2169
