steps,total reward,episodes
10000,-0.7900000000000005,79
20000,-0.6400000000000003,143
30000,-0.5900000000000003,202
40000,-0.4300000000000002,245
50000,-0.5700000000000003,302
60000,-0.5000000000000002,352
70000,-0.47000000000000025,399
80000,-0.46000000000000024,445
90000,-0.5900000000000003,504
100000,-0.3900000000000002,543
