total reward,steps,episodes
11.0,10000,287
9.0,20000,516
5.0,30000,750
15.0,40000,984
14.0,50000,1202
9.0,60000,1424
13.0,70000,1628
6.0,80000,1857
11.0,90000,2040
12.0,100000,2237
