episodes,total reward,steps
80,-0.8000000000000005,10000
155,-0.7500000000000004,20000
196,-0.4100000000000002,30000
259,-0.6300000000000003,40000
306,-0.47000000000000025,50000
353,-0.47000000000000025,60000
404,-0.5100000000000002,70000
452,-0.48000000000000026,80000
504,-0.5200000000000002,90000
548,-0.4400000000000002,100000
