steps,episodes,total reward
10000,299,22.0
20000,510,20.0
30000,700,12.0
40000,904,19.0
50000,1109,19.0
60000,1331,30.0
70000,1544,16.0
80000,1779,25.0
90000,2005,25.0
100000,2229,23.0
