steps,total reward,episodes
10000,15.26000000000001,90
20000,33.42999999999998,181
30000,38.49999999999998,270
40000,38.39999999999998,369
50000,38.499999999999986,458
60000,35.43999999999998,550
70000,37.50999999999999,637
80000,35.54999999999999,718
90000,31.55999999999997,794
100000,34.49999999999998,879
