steps,total reward,episodes
10000,3.0,161
20000,4.0,319
30000,4.0,514
40000,5.0,689
50000,4.0,876
60000,13.0,1023
70000,20.0,1165
80000,21.0,1303
90000,11.0,1441
100000,25.0,1587
