episodes,steps,total reward
104,10000,25.0
200,20000,54.0
520,30000,253.0
987,40000,383.0
1469,50000,391.0
1955,60000,400.0
2438,70000,394.0
2930,80000,392.0
3418,90000,384.0
3898,100000,386.0
