episodes,total reward,steps
97,19.229999999999997,10000
173,30.549999999999976,20000
257,29.459999999999976,30000
346,38.49999999999999,40000
474,53.260000000000026,50000
570,41.46,60000
646,29.539999999999964,70000
729,31.489999999999963,80000
818,34.45999999999998,90000
897,32.53999999999997,100000
