total reward,episodes,steps
0.8199999999999992,120,10000
-0.1400000000000005,235,20000
66.57000000000006,446,30000
167.2800000000002,888,40000
194.17000000000036,1368,50000
197.19000000000054,1849,60000
188.16000000000057,2324,70000
190.0300000000004,2814,80000
192.11000000000044,3298,90000
186.2300000000003,3764,100000
