episodes,total reward,steps
129,11.0,10000
211,22.0,20000
300,29.0,30000
417,52.0,40000
694,209.0,50000
1090,310.0,60000
1505,339.0,70000
1907,325.0,80000
2326,343.0,90000
2752,349.0,100000
