total reward,steps,episodes
2.0,10000,2
1.0,20000,3
0.0,30000,3
0.0,40000,3
0.0,50000,3
1.0,60000,4
0.0,70000,4
0.0,80000,4
1.0,90000,5
2.0,100000,7
3.0,110000,10
2.0,120000,12
5.0,130000,17
6.0,140000,23
4.0,150000,27
8.0,160000,35
8.0,170000,43
12.0,180000,55
17.0,190000,72
14.0,200000,86
25.0,210000,111
35.0,220000,146
36.0,230000,182
52.0,240000,234
60.0,250000,294
69.0,260000,363
98.0,270000,461
79.0,280000,540
116.0,290000,656
131.0,300000,787
108.0,310000,895
140.0,320000,1035
114.0,330000,1149
128.0,340000,1277
124.0,350000,1401
139.0,360000,1540
122.0,370000,1662
135.0,380000,1797
135.0,390000,1932
138.0,400000,2070
137.0,410000,2207
147.0,420000,2354
133.0,430000,2487
146.0,440000,2633
142.0,450000,2775
146.0,460000,2921
145.0,470000,3066
139.0,480000,3205
134.0,490000,3339
147.0,500000,3486
145.0,510000,3631
144.0,520000,3775
142.0,530000,3917
137.0,540000,4054
144.0,550000,4198
146.0,560000,4344
145.0,570000,4489
144.0,580000,4633
141.0,590000,4774
145.0,600000,4919
142.0,610000,5061
146.0,620000,5207
141.0,630000,5348
145.0,640000,5493
142.0,650000,5635
145.0,660000,5780
146.0,670000,5926
148.0,680000,6074
139.0,690000,6213
148.0,700000,6361
146.0,710000,6507
145.0,720000,6652
144.0,730000,6796
143.0,740000,6939
141.0,750000,7080
142.0,760000,7222
145.0,770000,7367
146.0,780000,7513
144.0,790000,7657
145.0,800000,7802
145.0,810000,7947
143.0,820000,8090
132.0,830000,8222
142.0,840000,8364
144.0,850000,8508
142.0,860000,8650
145.0,870000,8795
146.0,880000,8941
144.0,890000,9085
143.0,900000,9228
148.0,910000,9376
141.0,920000,9517
147.0,930000,9664
146.0,940000,9810
145.0,950000,9955
146.0,960000,10101
149.0,970000,10250
145.0,980000,10395
146.0,990000,10541
142.0,1000000,10683
147.0,1010000,10830
143.0,1020000,10973
147.0,1030000,11120
143.0,1040000,11263
145.0,1050000,11408
142.0,1060000,11550
147.0,1070000,11697
146.0,1080000,11843
146.0,1090000,11989
144.0,1100000,12133
145.0,1110000,12278
143.0,1120000,12421
144.0,1130000,12565
146.0,1140000,12711
148.0,1150000,12859
146.0,1160000,13005
146.0,1170000,13151
146.0,1180000,13297
148.0,1190000,13445
142.0,1200000,13587
146.0,1210000,13733
144.0,1220000,13877
148.0,1230000,14024
146.0,1240000,14171
145.0,1250000,14316
146.0,1260000,14462
146.0,1270000,14608
147.0,1280000,14755
146.0,1290000,14901
146.0,1300000,15047
148.0,1310000,15195
145.0,1320000,15340
141.0,1330000,15481
145.0,1340000,15626
146.0,1350000,15772
146.0,1360000,15918
145.0,1370000,16063
144.0,1380000,16207
147.0,1390000,16354
145.0,1400000,16499
143.0,1410000,16642
147.0,1420000,16789
147.0,1430000,16936
147.0,1440000,17083
147.0,1450000,17230
145.0,1460000,17375
146.0,1470000,17521
146.0,1480000,17667
149.0,1490000,17816
146.0,1500000,17962
145.0,1510000,18107
147.0,1520000,18254
147.0,1530000,18401
144.0,1540000,18545
146.0,1550000,18691
144.0,1560000,18835
145.0,1570000,18980
145.0,1580000,19125
147.0,1590000,19272
144.0,1600000,19416
145.0,1610000,19561
144.0,1620000,19705
145.0,1630000,19850
145.0,1640000,19995
146.0,1650000,20141
146.0,1660000,20287
144.0,1670000,20431
146.0,1680000,20577
148.0,1690000,20725
147.0,1700000,20872
146.0,1710000,21018
147.0,1720000,21165
144.0,1730000,21309
146.0,1740000,21455
144.0,1750000,21599
148.0,1760000,21747
148.0,1770000,21895
147.0,1780000,22042
146.0,1790000,22188
145.0,1800000,22333
146.0,1810000,22479
146.0,1820000,22625
147.0,1830000,22772
146.0,1840000,22918
145.0,1850000,23063
147.0,1860000,23210
147.0,1870000,23357
144.0,1880000,23501
146.0,1890000,23647
145.0,1900000,23792
143.0,1910000,23935
146.0,1920000,24081
147.0,1930000,24228
147.0,1940000,24375
145.0,1950000,24520
145.0,1960000,24665
147.0,1970000,24812
146.0,1980000,24958
146.0,1990000,25104
146.0,2000000,25250
