total reward,episodes,steps
17.0,202,10000
8.0,430,20000
31.0,718,30000
57.0,1184,40000
77.0,1674,50000
59.0,2218,60000
24.0,2600,70000
28.0,2950,80000
55.0,3385,90000
52.0,3850,100000
